RecordID,Country,Demographics Question,Demographics Questions code,Demographics Response,Question,Question-cod,Survey Year,year,Value
390,Malawi,Education,5,Primary,... for at least one specific reason,2,01/01/2015,2015,16.2
390,Malawi,Education,5,Secondary,... for at least one specific reason,2,01/01/2015,2015,8.9
110,Malawi,Education,5,Higher,... if she argues with him,3,01/01/2015,2015,2.1
110,Malawi,Education,5,No education,... if she argues with him,3,01/01/2015,2015,4.3
110,Malawi,Education,5,Primary,... if she argues with him,3,01/01/2015,2015,6.9
110,Malawi,Education,5,Secondary,... if she argues with him,3,01/01/2015,2015,3
40,Malawi,Education,5,Higher,... if she burns the food,1,01/01/2015,2015,0.7
40,Malawi,Education,5,No education,... if she burns the food,1,01/01/2015,2015,2.2
40,Malawi,Education,5,Primary,... if she burns the food,1,01/01/2015,2015,3.2
40,Malawi,Education,5,Secondary,... if she burns the food,1,01/01/2015,2015,0.9
180,Malawi,Education,5,Higher,... if she goes out without telling him,5,01/01/2015,2015,2.9
180,Malawi,Education,5,No education,... if she goes out without telling him,5,01/01/2015,2015,3.5
180,Malawi,Education,5,Primary,... if she goes out without telling him,5,01/01/2015,2015,6.5
180,Malawi,Education,5,Secondary,... if she goes out without telling him,5,01/01/2015,2015,2.2
250,Malawi,Education,5,Higher,... if she neglects the children,4,01/01/2015,2015,1.5
250,Malawi,Education,5,No education,... if she neglects the children,4,01/01/2015,2015,3.9
250,Malawi,Education,5,Primary,... if she neglects the children,4,01/01/2015,2015,8
250,Malawi,Education,5,Secondary,... if she neglects the children,4,01/01/2015,2015,4.7
320,Malawi,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2015,2015,0.6
320,Malawi,Education,5,No education,... if she refuses to have sex with him,6,01/01/2015,2015,5
320,Malawi,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2015,2015,6.4
320,Malawi,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2015,2015,2.6
390,Malawi,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2015,2015,10.6
390,Malawi,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2015,2015,14.9
390,Malawi,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2015,2015,18.5
110,Malawi,Employment,3,Employed for cash,... if she argues with him,3,01/01/2015,2015,4
110,Malawi,Employment,3,Employed for kind,... if she argues with him,3,01/01/2015,2015,6
110,Malawi,Employment,3,Unemployed,... if she argues with him,3,01/01/2015,2015,8.7
40,Malawi,Employment,3,Employed for cash,... if she burns the food,1,01/01/2015,2015,1.9
40,Malawi,Employment,3,Employed for kind,... if she burns the food,1,01/01/2015,2015,2.3
40,Malawi,Employment,3,Unemployed,... if she burns the food,1,01/01/2015,2015,3.9
180,Malawi,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2015,2015,3.8
180,Malawi,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2015,2015,6
180,Malawi,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2015,2015,5.9
250,Malawi,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2015,2015,4.6
250,Malawi,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2015,2015,7.6
250,Malawi,Employment,3,Unemployed,... if she neglects the children,4,01/01/2015,2015,11.1
320,Malawi,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2015,2015,4.1
320,Malawi,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2015,2015,5.4
320,Malawi,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2015,2015,6.6
390,Malawi,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2015,2015,8.2
390,Malawi,Marital status,1,Never married,... for at least one specific reason,2,01/01/2015,2015,20
390,Malawi,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2015,2015,10.6
110,Malawi,Marital status,1,Married or living together,... if she argues with him,3,01/01/2015,2015,2.8
110,Malawi,Marital status,1,Never married,... if she argues with him,3,01/01/2015,2015,8.8
110,Malawi,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2015,2015,4.7
40,Malawi,Marital status,1,Married or living together,... if she burns the food,1,01/01/2015,2015,1.3
40,Malawi,Marital status,1,Never married,... if she burns the food,1,01/01/2015,2015,3.6
40,Malawi,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2015,2015,2.5
180,Malawi,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2015,2015,3
180,Malawi,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2015,2015,7.5
180,Malawi,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2015,2015,2.4
250,Malawi,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2015,2015,3.5
250,Malawi,Marital status,1,Never married,... if she neglects the children,4,01/01/2015,2015,10.7
250,Malawi,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2015,2015,3.1
320,Malawi,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2015,2015,3.3
320,Malawi,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2015,2015,7.1
320,Malawi,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2015,2015,3.5
390,Malawi,Residence,5,Rural,... for at least one specific reason,2,01/01/2015,2015,13.9
390,Malawi,Residence,5,Urban,... for at least one specific reason,2,01/01/2015,2015,9
110,Malawi,Residence,5,Rural,... if she argues with him,3,01/01/2015,2015,5.7
110,Malawi,Residence,5,Urban,... if she argues with him,3,01/01/2015,2015,3.4
40,Malawi,Residence,5,Rural,... if she burns the food,1,01/01/2015,2015,2.6
40,Malawi,Residence,5,Urban,... if she burns the food,1,01/01/2015,2015,0.9
180,Malawi,Residence,5,Rural,... if she goes out without telling him,5,01/01/2015,2015,5.1
180,Malawi,Residence,5,Urban,... if she goes out without telling him,5,01/01/2015,2015,3.3
250,Malawi,Residence,5,Rural,... if she neglects the children,4,01/01/2015,2015,6.9
250,Malawi,Residence,5,Urban,... if she neglects the children,4,01/01/2015,2015,4.2
320,Malawi,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2015,2015,5.6
320,Malawi,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2015,2015,1.4
391,Maldives,Age,4,15-24,... for at least one specific reason,2,01/01/2016,2016,24.9
391,Maldives,Age,4,25-34,... for at least one specific reason,2,01/01/2016,2016,15.9
391,Maldives,Age,4,35-49,... for at least one specific reason,2,01/01/2016,2016,12.2
111,Maldives,Age,4,15-24,... if she argues with him,3,01/01/2016,2016,
111,Maldives,Age,4,25-34,... if she argues with him,3,01/01/2016,2016,
111,Maldives,Age,4,35-49,... if she argues with him,3,01/01/2016,2016,
41,Maldives,Age,4,15-24,... if she burns the food,1,01/01/2016,2016,
41,Maldives,Age,4,25-34,... if she burns the food,1,01/01/2016,2016,
41,Maldives,Age,4,35-49,... if she burns the food,1,01/01/2016,2016,
181,Maldives,Age,4,15-24,... if she goes out without telling him,5,01/01/2016,2016,4.1
181,Maldives,Age,4,25-34,... if she goes out without telling him,5,01/01/2016,2016,1.6
181,Maldives,Age,4,35-49,... if she goes out without telling him,5,01/01/2016,2016,2
251,Maldives,Age,4,15-24,... if she neglects the children,4,01/01/2016,2016,19.5
251,Maldives,Age,4,25-34,... if she neglects the children,4,01/01/2016,2016,13.2
251,Maldives,Age,4,35-49,... if she neglects the children,4,01/01/2016,2016,9.3
321,Maldives,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2016,2016,6.7
321,Maldives,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2016,2016,4.2
321,Maldives,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2016,2016,3.4
391,Maldives,Education,5,Higher,... for at least one specific reason,2,01/01/2016,2016,9.6
391,Maldives,Education,5,No education,... for at least one specific reason,2,01/01/2016,2016,10.9
391,Maldives,Education,5,Primary,... for at least one specific reason,2,01/01/2016,2016,16.5
391,Maldives,Education,5,Secondary,... for at least one specific reason,2,01/01/2016,2016,21.2
111,Maldives,Education,5,Higher,... if she argues with him,3,01/01/2016,2016,
111,Maldives,Education,5,No education,... if she argues with him,3,01/01/2016,2016,
111,Maldives,Education,5,Primary,... if she argues with him,3,01/01/2016,2016,
111,Maldives,Education,5,Secondary,... if she argues with him,3,01/01/2016,2016,
41,Maldives,Education,5,Higher,... if she burns the food,1,01/01/2016,2016,
41,Maldives,Education,5,No education,... if she burns the food,1,01/01/2016,2016,
41,Maldives,Education,5,Primary,... if she burns the food,1,01/01/2016,2016,
41,Maldives,Education,5,Secondary,... if she burns the food,1,01/01/2016,2016,
181,Maldives,Education,5,Higher,... if she goes out without telling him,5,01/01/2016,2016,1.5
181,Maldives,Education,5,No education,... if she goes out without telling him,5,01/01/2016,2016,2.5
181,Maldives,Education,5,Primary,... if she goes out without telling him,5,01/01/2016,2016,3.2
181,Maldives,Education,5,Secondary,... if she goes out without telling him,5,01/01/2016,2016,2.7
251,Maldives,Education,5,Higher,... if she neglects the children,4,01/01/2016,2016,7.4
251,Maldives,Education,5,No education,... if she neglects the children,4,01/01/2016,2016,8.2
251,Maldives,Education,5,Primary,... if she neglects the children,4,01/01/2016,2016,12.7
251,Maldives,Education,5,Secondary,... if she neglects the children,4,01/01/2016,2016,17
321,Maldives,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2016,2016,2.5
321,Maldives,Education,5,No education,... if she refuses to have sex with him,6,01/01/2016,2016,1.7
321,Maldives,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2016,2016,5.1
321,Maldives,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2016,2016,5.6
391,Maldives,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2016,2016,16.8
391,Maldives,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2016,2016,15.3
391,Maldives,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2016,2016,24.7
111,Maldives,Employment,3,Employed for cash,... if she argues with him,3,01/01/2016,2016,
111,Maldives,Employment,3,Employed for kind,... if she argues with him,3,01/01/2016,2016,
111,Maldives,Employment,3,Unemployed,... if she argues with him,3,01/01/2016,2016,
41,Maldives,Employment,3,Employed for cash,... if she burns the food,1,01/01/2016,2016,
41,Maldives,Employment,3,Employed for kind,... if she burns the food,1,01/01/2016,2016,
41,Maldives,Employment,3,Unemployed,... if she burns the food,1,01/01/2016,2016,
181,Maldives,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2016,2016,2.3
181,Maldives,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2016,2016,3.6
181,Maldives,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2016,2016,4.6
251,Maldives,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2016,2016,13.2
251,Maldives,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2016,2016,12
251,Maldives,Employment,3,Unemployed,... if she neglects the children,4,01/01/2016,2016,20.2
321,Maldives,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2016,2016,4.3
321,Maldives,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2016,2016,7
321,Maldives,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2016,2016,7.4
391,Maldives,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2016,2016,13
391,Maldives,Marital status,1,Never married,... for at least one specific reason,2,01/01/2016,2016,24.7
391,Maldives,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2016,2016,20.7
111,Maldives,Marital status,1,Married or living together,... if she argues with him,3,01/01/2016,2016,
111,Maldives,Marital status,1,Never married,... if she argues with him,3,01/01/2016,2016,
111,Maldives,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2016,2016,
41,Maldives,Marital status,1,Married or living together,... if she burns the food,1,01/01/2016,2016,
41,Maldives,Marital status,1,Never married,... if she burns the food,1,01/01/2016,2016,
41,Maldives,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2016,2016,
181,Maldives,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2016,2016,1.7
181,Maldives,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2016,2016,3.9
181,Maldives,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2016,2016,3.4
251,Maldives,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2016,2016,10.5
251,Maldives,Marital status,1,Never married,... if she neglects the children,4,01/01/2016,2016,19.2
251,Maldives,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2016,2016,17.5
321,Maldives,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2016,2016,3.3
321,Maldives,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2016,2016,6.8
321,Maldives,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2016,2016,5.8
391,Maldives,Residence,5,Rural,... for at least one specific reason,2,01/01/2016,2016,18.5
391,Maldives,Residence,5,Urban,... for at least one specific reason,2,01/01/2016,2016,16.8
111,Maldives,Residence,5,Rural,... if she argues with him,3,01/01/2016,2016,
111,Maldives,Residence,5,Urban,... if she argues with him,3,01/01/2016,2016,
41,Maldives,Residence,5,Rural,... if she burns the food,1,01/01/2016,2016,
41,Maldives,Residence,5,Urban,... if she burns the food,1,01/01/2016,2016,
181,Maldives,Residence,5,Rural,... if she goes out without telling him,5,01/01/2016,2016,2.9
181,Maldives,Residence,5,Urban,... if she goes out without telling him,5,01/01/2016,2016,1.9
251,Maldives,Residence,5,Rural,... if she neglects the children,4,01/01/2016,2016,14.8
251,Maldives,Residence,5,Urban,... if she neglects the children,4,01/01/2016,2016,12.6
321,Maldives,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2016,2016,5.1
321,Maldives,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2016,2016,4
392,Mali,Age,4,15-24,... for at least one specific reason,2,01/01/2018,2018,50.9
392,Mali,Age,4,25-34,... for at least one specific reason,2,01/01/2018,2018,44.9
392,Mali,Age,4,35-49,... for at least one specific reason,2,01/01/2018,2018,44.7
112,Mali,Age,4,15-24,... if she argues with him,3,01/01/2018,2018,43.4
112,Mali,Age,4,25-34,... if she argues with him,3,01/01/2018,2018,35.9
112,Mali,Age,4,35-49,... if she argues with him,3,01/01/2018,2018,35.4
